Sehir,İlce,Mahalle,Fiyat,brüt metrekare,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat
Hatay,İskenderun,Numune Mahallesi,405000,140 M2,130 M2,3+1,5-10,Yüksek Giriş
Antalya,Muratpaşa,Dutlubahçe Mahallesi,634900,100 M2,90 M2,2+1,5-10,1. Kat
Antalya,Muratpaşa,Kızılarık Mahallesi,798000,120 M2,110 M2,2+1,4,4. Kat
Şanlıurfa,Haliliye,Veysel Karani Mahallesi,750000TLarrow_downward,230 M2,200 M2,4+1,11-15,1. Kat
Muğla,Ortaca,Beşköprü Mahallesi,475000,75 M2,60 M2,1+1,0 (Yeni),1. Kat
İzmir,Seferihisar,Payamlı Mahallesi,2650000,200 M2,140 M2,3+1,0 (Yeni),Düz Giriş
Karaman,Karaman Merkez,Kırbağı Mahallesi,225000,60 M2,45 M2,1+1,5-10,3. Kat
Balıkesir,Edremit,Altınkum Mahallesi,875000,150 M2,135 M2,2+1,5-10,2. Kat
Niğde,Niğde Merkez,Aşağı Kayabaşı Mahallesi,510000,150 M2,145 M2,3+1,5-10,Yüksek Giriş
Balıkesir,Altıeylül,Kasaplar Mahallesi,735000,90 M2,80 M2,2+1,4,2. Kat
Balıkesir,Ayvalık,Altınova Mahallesi,2200000,135 M2,130 M2,3+1,0 (Yeni),Düz Giriş
Ankara,Sincan,Mustafa Kemal Mahallesi,419000,115 M2,100 M2,2+1,0 (Yeni),Yüksek Giriş
Balıkesir,Edremit,Akçay Mahallesi,5650000,220 M2,185 M2,6+1,0 (Yeni),Villa Tipi
Mersin,Aydıncık,Merkez Mahallesi,1800000,588 M2,135 M2,3+1,5-10,Müstakil
Kayseri,Kocasinan,Cırgalan Mahallesi,850000,165 M2,125 M2,3+1,0 (Yeni),8. Kat
Adana,Sarıçam,Yavuz Sultan Selim Mahallesi,630000,160 M2,120 M2,3+1,0 (Yeni),8. Kat
İstanbul,Bakırköy,Şenlikköy Mahallesi,8800000,220 M2,210 M2,4+1,11-15,2. Kat
İstanbul,Bağcılar,Hürriyet Mahallesi,375000,65 M2,60 M2,1+1,16-20,Yüksek Giriş
Balıkesir,Edremit,İkizçay Mahallesi,790000,240 M2,-,245 M2,3+1,11-15
İstanbul,Kağıthane,Hamidiye Mahallesi,2900000,70 M2,50 M2,1+1,1,5. Kat
Manisa,Şehzadeler,Peker Mahallesi,650000,150 M2,120 M2,3+1,11-15,Düz Giriş
Şanlıurfa,Karaköprü,Karşıyaka Mahallesi,925000,175 M2,-,195 M2,4+1,5-10
Balıkesir,Ayvalık,Küçükköy Mahallesi,1150000,220 M2,200 M2,4+1,16-20,Bahçe Dublex
Antalya,Kepez,Çamlıbel Mahallesi,825000,95 M2,85 M2,2+1,0 (Yeni),3. Kat
İstanbul,Üsküdar,Kirazlıtepe Mahallesi,2075000TLarrow_downward,108 M2,95 M2,2+1,0 (Yeni),Düz Giriş
Antalya,Gazipaşa,Pazarcı Mahallesi,1830000,151 M2,141 M2,3+1,0 (Yeni),Çatı Dubleks
Antalya,Gazipaşa,Pazarcı Mahallesi,1680000TLarrow_downward,139 M2,129 M2,3+1,0 (Yeni),Çatı Dubleks
Antalya,Gazipaşa,Pazarcı Mahallesi,1820000,150 M2,140 M2,3+1,0 (Yeni),2. Kat
Aydın,Kuşadası,İkiçeşmelik Mahallesi,1195000,90 M2,80 M2,2+1,0 (Yeni),1. Kat
Antalya,Gazipaşa,Pazarcı Mahallesi,1300000,115 M2,105 M2,2+1,0 (Yeni),Yüksek Giriş
Antalya,Gazipaşa,Pazarcı Mahallesi,1300000,110 M2,100 M2,2+1,0 (Yeni),4. Kat
Antalya,Gazipaşa,Pazarcı Mahallesi,1500000,125 M2,115 M2,2+1,0 (Yeni),4. Kat
Balıkesir,Edremit,Akçay Mahallesi,1250000,280 M2,250 M2,4+2,0 (Yeni),4. Kat
İzmir,Buca,Dumlupınar Mahallesi,495000,65 M2,60 M2,2+0,4,4. Kat
Aydın,Bozdoğan,Akyaka Mahallesi,1850000,920 M2,160 M2,4+2,21 Ve Üzeri,Bahçe Dublex
İstanbul,Beşiktaş,Vişnezade Mahallesi,50000,300 M2,285 M2,3+1,5-10,2. Kat
Tekirdağ,Çerkezköy,İstasyon Mahallesi,515000,130 M2,120 M2,3+1,5-10,1. Kat
Balıkesir,Karesi,Atatürk Mahallesi,620000,100 M2,90 M2,2+1,21 Ve Üzeri,1. Kat
Antalya,Kepez,Kuzeyyaka Mahallesi,820000TLarrow_downward,180 M2,165 M2,4+1,11-15,3. Kat
Şanlıurfa,Karaköprü,Narlıkuyu Mahallesi,390000,170 M2,150 M2,3+1,5-10,Bahçe Katı
Antalya,Finike,Sahilkent Mahallesi,800000,100 M2,93 M2,2+1,0 (Yeni),3. Kat
Muğla,Bodrum,Peksimet Mahallesi,6400000TLarrow_downward,345 M2,340 M2,4+2,11-15,Düz Giriş
Balıkesir,Burhaniye,Öğretmenler Mahallesi,1300000,145 M2,110 M2,2+1,0 (Yeni),1. Kat
Antalya,Alanya,Mahmutlar Mahallesi,1220000,180 M2,150 M2,2+1,16-20,1. Kat
Balıkesir,Burhaniye,Pelitköy Mahallesi,1600000,78 M2,-,88 M2,2+1,0 (Yeni)
Bursa,Nilüfer,Dumlupınar Mahallesi,419000,65 M2,58 M2,2+1,1,3. Kat
Malatya,Battalgazi,Çöşnük Mahallesi,589000,180 M2,145 M2,3+1,11-15,4. Kat
İstanbul,Kartal,Atalar Mahallesi,3100000,170 M2,114 M2,3+1,3,4. Kat
Manisa,Turgutlu,Ergenekon Mahallesi,675000,135 M2,134 M2,3+1,0 (Yeni),2. Kat
Ankara,Mamak,Başak Mahallesi,235000,105 M2,100 M2,2+1,11-15,2. Kat
Manisa,Salihli,Aksoy Mahallesi,610000,135 M2,130 M2,3+1,11-15,2. Kat
Muğla,Bodrum,Bitez Mahallesi,3750000TLarrow_downward,90 M2,85 M2,2+1,5-10,2. Kat
Sakarya,Adapazarı,Maltepe Mahallesi,1500000,130 M2,120 M2,3+1,21 Ve Üzeri,Yüksek Giriş
Balıkesir,Karesi,Toygar Mahallesi,730000,110 M2,100 M2,2+1,5-10,2. Kat
Samsun,İlkadım,Kıran Mahallesi,750000,290 M2,236 M2,5+2,5-10,2. Kat
Balıkesir,Altıeylül,Gaziosmanpaşa Mahallesi,1250000,115 M2,100 M2,3+1,3,2. Kat
Balıkesir,Karesi,Kuva-İ Milliye Mahallesi,1500000,311 M2,310 M2,8+ Oda,11-15,Düz Giriş
Balıkesir,Edremit,Akçay Mahallesi,1500000,2.240 M2,1.995 M2,4+1,11-15,Müstakil
Karabük,Karabük Merkez,100. Yıl Mahallesi,110000,50 M2,45 M2,Stüdyo,5-10,2. Kat
Ankara,Çankaya,Harbiye Mahallesi,829000,110 M2,Https://Www.Youtube.Com/Watch?V=IGO4xngcxos,120 M2,2+1,21 Ve Üzeri
İstanbul,Esenler,Fatih Mahallesi,585000,75 M2,70 M2,2+1,0 (Yeni),Yüksek Giriş
Çanakkale,Biga,Hamdibey Mahallesi,725000,170 M2,165 M2,3+1,1,Yüksek Giriş
Balıkesir,Burhaniye,Hacıahmet Mahallesi,550000,120 M2,110 M2,3+1,16-20,2. Kat
Ankara,Altındağ,Başpınar Mahallesi,680000,150 M2,135 M2,3+1,4,4. Kat
Bursa,Osmangazi,Güneştepe Mahallesi,1450000,150 M2,130 M2,3+1,0 (Yeni),5. Kat
Ankara,Çankaya,Öveçler Mahallesi,749000,100 M2,Https://Www.Youtube.Com/Watch?V=IGO4xngcxos,110 M2,2+1,21 Ve Üzeri
Balıkesir,Edremit,İkizçay Mahallesi,640000,120 M2,110 M2,3+1,16-20,Yüksek Giriş
Antalya,Finike,Hasyurt Mahallesi,800000,170 M2,140 M2,3+1,16-20,1. Kat
Kahramanmaraş,Onikişubat,Üngüt Mahallesi,805000,165 M2,140 M2,4+1,0 (Yeni),9. Kat
Antalya,Finike,Sahilkent Mahallesi,1000000TLarrow_downward%,110 M2,100 M2,2+1,0 (Yeni),4. Kat
Sivas,Sivas Merkez,Ferhatbostan Mahallesi,389000,135 M2,120 M2,3+1,16-20,5. Kat
İzmir,Buca,Atatürk Mahallesi,780000,98 M2,88 M2,2+1,5-10,1. Kat
Balıkesir,Edremit,Gazicelal Mahallesi,860000,155 M2,145 M2,3+1,0 (Yeni),6. Kat
Ankara,Mamak,Yeni Bayındır Mahallesi,365000,135 M2,125 M2,3+1,5-10,3. Kat
İstanbul,Sarıyer,Maslak Mahallesi,3150000,85 M2,70 M2,1+1,5-10,3. Kat
İstanbul,Sarıyer,Huzur Mahallesi,6000000,165 M2,145 M2,2+1,4,14. Kat
Balıkesir,Edremit,Altınoluk Mahallesi,1400000,125 M2,100 M2,4+1,2,Düz Giriş
Denizli,Merkezefendi,Karaman Mahallesi,509000TLarrow_downward,140 M2,130 M2,3+1,16-20,1. Kat
Ankara,Çankaya,Mürsel Uluç Mahallesi,850000,145 M2,140 M2,3+1,5-10,2. Kat
İstanbul,Sultangazi,50. Yıl Mahallesi,725000,115 M2,110 M2,2+1,16-20,1. Kat
Ankara,Çankaya,Emek Mahallesi,2300000,210 M2,175 M2,4+1,0 (Yeni),3. Kat
Mersin,Mezitli,Akdeniz Mahallesi,1250000,220 M2,190 M2,4.5+1,1,5. Kat
Muğla,Dalaman,Hürriyet Mahallesi,890000,120 M2,115 M2,3+1,0 (Yeni),Yüksek Giriş
Samsun,Atakum,Güzelyurt Mahallesi,2750000,250 M2,200 M2,7+1,2,Düz Giriş
Ankara,Çankaya,Yukarı Bahçelievler Mahallesi,1250000,96 M2,85 M2,2+1,0 (Yeni),Bahçe Katı
Eskişehir,Odunpazarı,Gökmeydan Mahallesi,1285000TLarrow_downward,210 M2,-,220 M2,3+1,21 Ve Üzeri
İstanbul,Tuzla,Cami Mahallesi,7000000,280 M2,250 M2,4+2,5-10,Düz Giriş
İstanbul,Kağıthane,Nurtepe Mahallesi,870000,140 M2,120 M2,3+1,5-10,Kot 1 (-1). Kat
İstanbul,Güngören,Merkez Mahallesi,1800000,160 M2,145 M2,3+2,16-20,5. Kat
İstanbul,Ümraniye,Site Mahallesi,1750000TLarrow_downward,100 M2,95 M2,3+1,5-10,11. Kat
Samsun,Atakum,İstiklal Mahallesi,720000,148 M2,135 M2,3+1,5-10,3. Kat
Samsun,Atakum,Yenimahalle Mahallesi,650000,105 M2,95 M2,2+1,0 (Yeni),2. Kat
İstanbul,Esenyurt,Orhan Gazi Mahallesi,719000,110 M2,95 M2,2+1,0 (Yeni),2. Kat
Diyarbakır,Kayapınar,Talaytepe Mahallesi,1300000,170 M2,154 M2,3.5+1,0 (Yeni),3. Kat
Muğla,Bodrum,Yalıkavak Mahallesi,2000000,70 M2,60 M2,2+1,11-15,2. Kat
İstanbul,Esenyurt,Talatpaşa Mahallesi,519000,110 M2,100 M2,2+1,3,4. Kat
Balıkesir,Edremit,Altınkum Mahallesi,970000,130 M2,125 M2,3+1,4,3. Kat
İzmir,Karşıyaka,Mavişehir Mahallesi,2800000,170 M2,150 M2,3+1,11-15,2. Kat
Şanlıurfa,Haliliye,Sultan Fatih Mahallesi,315000,150 M2,130 M2,3+1,21 Ve Üzeri,5. Kat
Samsun,İlkadım,Çatalarmut Mahallesi,700000,165 M2,142 M2,3+1,5-10,Müstakil
Manisa,Salihli,Kırveli Mahallesi,665000,225 M2,220 M2,4+1,11-15,5. Kat
İzmir,Buca,Yaylacık Mahallesi,1100000TLarrow_downward%,270 M2,240 M2,5+1,21 Ve Üzeri,4. Kat
Ankara,Çankaya,Bahçelievler Mahallesi,1650000,115 M2,110 M2,3+1,21 Ve Üzeri,2. Kat
Tekirdağ,Çerkezköy,Kızılpınar Atatürk Mahallesi,480000,240 M2,220 M2,4+2,5-10,6. Kat
Şanlıurfa,Haliliye,Dağeteği Mahallesi,310000,85 M2,65 M2,2+1,0 (Yeni),2. Kat
Ankara,Altındağ,Battalgazi Mahallesi,495000,160 M2,140 M2,3+1,0 (Yeni),Yüksek Giriş
İstanbul,Küçükçekmece,Mehmet Akif Mahallesi,600000,80 M2,75 M2,2+1,5-10,1. Kat
İstanbul,Güngören,Merkez Mahallesi,1800000,160 M2,145 M2,3+2,16-20,5. Kat
Ankara,Sincan,Menderes Mahallesi,859000,170 M2,155 M2,4+1,1,1. Kat
İzmir,Kemalpaşa,Soğukpınar Mahallesi,775000,125 M2,115 M2,3+1,0 (Yeni),2. Kat
Konya,Karatay,Hacıyusufmescit Mahallesi,510000,160 M2,140 M2,3+1,16-20,3. Kat
Kars,Kars Merkez,Karacaören Köyüi,280000,110 M2,100 M2,3+1,16-20,3. Kat
Hatay,Arsuz,Karaağaç Övündük Mahallesi,1167000,175 M2,160 M2,3+1,3,4. Kat
Hatay,Arsuz,Karaağaç Konarlı Mahallesi,1550000,310 M2,300 M2,4+1,1,4. Kat
Şanlıurfa,Karaköprü,Atakent Mahallesi,1450000,220 M2,205 M2,4+1,0 (Yeni),3. Kat
Hatay,İskenderun,Süleymaniye Mahallesi,780000,125 M2,110 M2,3+1,1,Yüksek Giriş
Hatay,Arsuz,Karaağaç Konarlı Mahallesi,2020000,185 M2,160 M2,3+1,1,2. Kat
Ankara,Çankaya,Mutlukent Mahallesi,2600000,200 M2,199 M2,4+1,21 Ve Üzeri,Düz Giriş
Manisa,Salihli,Kırveli Mahallesi,575000,145 M2,135 M2,3+1,5-10,1. Kat
Kahramanmaraş,Dulkadiroğlu,Egemenlik Mahallesi,285000,55 M2,45 M2,1+1,2,3. Kat
Bursa,Nilüfer,Görükle Mahallesi,453000,80 M2,70 M2,2+1,5-10,1. Kat
Ankara,Çankaya,Harbiye Mahallesi,853000,120 M2,110 M2,3+1,21 Ve Üzeri,2. Kat
İstanbul,Başakşehir,Güvercintepe Mahallesi,565000,88 M2,85 M2,2+1,3,Yüksek Giriş
Antalya,Alanya,Demirtaş Mahallesi,550000,70 M2,60 M2,1+1,1,2. Kat
Ankara,Mamak,Küçük Kayaş Mahallesi,350000,130 M2,115 M2,3+1,5-10,2. Kat
Ankara,Altındağ,Aydınlıkevler Mahallesi,575000,108 M2,100 M2,2.5+1,21 Ve Üzeri,3. Kat
Balıkesir,Edremit,Tahtakuşlar Mahallesi,2250000,160 M2,145 M2,3+1,0 (Yeni),Bahçe Dublex
Bursa,Osmangazi,Yenibağlar Mahallesi,850000,350 M2,285 M2,2+1,21 Ve Üzeri,Düz Giriş
Kayseri,Kocasinan,Yakut Mahallesi,1130000,200 M2,160 M2,4+1,0 (Yeni),9. Kat
İzmir,Bornova,Kazımdirik Mahallesi,1240000,65 M2,45 M2,1+1,4,3. Kat
Diyarbakır,Bağlar,Bağcılar Mahallesi,670000,115 M2,98 M2,2+1,3,3. Kat
Ankara,Mamak,Misket Mahallesi,577000,115 M2,110 M2,3+1,0 (Yeni),2. Kat
Ankara,Mamak,Misket Mahallesi,520000,145 M2,125 M2,3+1,1,2. Kat
İstanbul,Maltepe,Feyzullah Mahallesi,1880000,120 M2,90 M2,3+1,21 Ve Üzeri,4. Kat
Ankara,Çankaya,Emek Mahallesi,3150000,220 M2,185 M2,4+1,0 (Yeni),3. Kat
Ankara,Mamak,Şirintepe Mahallesi,739000,135 M2,125 M2,3+1,5-10,6. Kat
Ankara,Mamak,Bahçelerüstü Mahallesi,224000,95 M2,80 M2,2+1,11-15,Kot 1 (-1). Kat
Ankara,Mamak,Harman Mahallesi,690000,145 M2,130 M2,3+1,5-10,10. Kat
Hatay,Antakya,Akasya Mahallesi,420000,155 M2,150 M2,3+1,16-20,Yüksek Giriş
Afyonkarahisar,Afyonkarahisar Merkez,Erenler Mahallesi,185000,65 M2,60 M2,2+1,4,4. Kat
Afyonkarahisar,İhsaniye,Gazlıgöl Bld. (Cumhuriyet Mahallesi)i,1000000,250 M2,Https://M.Youtube.Com/Watch?V=DTX6bhvr8gQ,300 M2,5+1,11-15
Afyonkarahisar,Afyonkarahisar Merkez,Demirçevre Mahallesi,135000,115 M2,106 M2,2+1,11-15,2. Kat
Mersin,Erdemli,Kızkalesi Mahallesi,2800000,400 M2,399 M2,4.5+1,5-10,Müstakil
İstanbul,Sarıyer,Maslak Mahallesi,6500000,220 M2,170 M2,3+1,5-10,8. Kat
Yozgat,Yozgat Merkez,Bilal Şahin Mahallesi,675000TLarrow_downward,145 M2,125 M2,3+1,0 (Yeni),7. Kat
Adana,Seyhan,Gürselpaşa Mahallesi,800000,120 M2,95 M2,2+1,0 (Yeni),2. Kat
Adana,Çukurova,Güzelyalı Mahallesi,720000,135 M2,134 M2,3+1,11-15,2. Kat
Adana,Seyhan,Kurtuluş Mahallesi,600000,140 M2,110 M2,3+1,11-15,9. Kat
İstanbul,Sarıyer,Huzur Mahallesi,3300000,100 M2,85 M2,1+1,5-10,10. Kat
Balıkesir,Edremit,Akçay Mahallesi,585000,70 M2,60 M2,1+1,5-10,3. Kat
Balıkesir,Gömeç,Karaağaç Mahallesi,3550000,130 M2,65 M2,3+1,0 (Yeni),Villa Tipi
Konya,Karatay,Saraçoğlu Mahallesi,680000,400 M2,350 M2,6+3,4,Müstakil
Adana,Sarıçam,Gültepe Mahallesi,528000TLarrow_downward,135 M2,90 M2,2+1,2,1. Kat
Afyonkarahisar,Afyonkarahisar Merkez,Mareşal Fevzi Çakmak Mahallesi,600000,150 M2,140 M2,3+1,16-20,6. Kat
Afyonkarahisar,Afyonkarahisar Merkez,Kanlıca Mahallesi,485000,130 M2,120 M2,3+1,11-15,2. Kat
İstanbul,Küçükçekmece,Atakent Mahallesi,1100000,75 M2,74 M2,2+1,11-15,12. Kat
Antalya,Kepez,Çamlıbel Mahallesi,765000,100 M2,95 M2,2+1,0 (Yeni),2. Kat
Kayseri,Melikgazi,Yeşilyurt Mahallesi,165000,157 M2,120 M2,3.5+1,0 (Yeni),9. Kat
Şanlıurfa,Haliliye,Sultan Fatih Mahallesi,450000,140 M2,120 M2,3+1,21 Ve Üzeri,3. Kat
İstanbul,Bahçelievler,Kocasinan Merkez Mahallesi,449000TLarrow_downward,67 M2,60 M2,1+1,5-10,Yüksek Giriş
Şanlıurfa,Karaköprü,Doğukent Mahallesi,1050000,200 M2,180 M2,3+1,2,6. Kat
Balıkesir,Burhaniye,Bahçelievler Mahallesi,625000,78 M2,55 M2,1+1,0 (Yeni),2. Kat
Ankara,Yenimahalle,Güzelyaka Mahallesi,620000,110 M2,105 M2,2+1,3,2. Kat
Gaziantep,Şahinbey,Bülbülzade Mahallesi,595000TLarrow_downward,110 M2,90 M2,2+1,0 (Yeni),Düz Giriş
Gaziantep,Şahinbey,Bülbülzade Mahallesi,595000TLarrow_downward,110 M2,90 M2,2+1,0 (Yeni),Düz Giriş
İstanbul,Esenyurt,Cumhuriyet Mahallesi,690000,115 M2,100 M2,2+1,0 (Yeni),4. Kat
Balıkesir,Burhaniye,Bahçelievler Mahallesi,1750000,169 M2,146 M2,3+1,0 (Yeni),3. Kat
Yalova,Çınarcık,Harmanlar Mahallesi,350000,105 M2,100 M2,2+1,21 Ve Üzeri,Yüksek Giriş
Denizli,Pamukkale,Kuşpınar Mahallesi,975000,190 M2,185 M2,3+1,16-20,2. Kat
Kırklareli,Kırklareli Merkez,İstasyon Mahallesi,260000,80 M2,65 M2,2+0,3,1. Kat
Kırklareli,Kırklareli Merkez,Demirtaş Mahallesi,360000,90 M2,85 M2,2+1,1,1. Kat
Kırklareli,Kırklareli Merkez,Kocahıdır Mahallesi,200000,65 M2,60 M2,2+0,4,2. Kat
İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,450000,120 M2,110 M2,2+1,0 (Yeni),6. Kat
Tekirdağ,Süleymanpaşa,Eskicamii,165000TLarrow_downward,80 M2,75 M2,2+1,21 Ve Üzeri,Yüksek Giriş
İzmir,Buca,Menderes Mahallesi,650000,110 M2,100 M2,3+1,21 Ve Üzeri,4. Kat
Aydın,Kuşadası,İkiçeşmelik Mahallesi,1750000,175 M2,150 M2,3+1,5-10,2. Kat
Adana,Çukurova,Yurt Mahallesi,1150000,200 M2,150 M2,3+1,16-20,14. Kat
Adana,Çukurova,Kurttepe Mahallesi,950000,200 M2,175 M2,3+1,16-20,12. Kat
Aydın,Kuşadası,Ege Mahallesi,1150000,90 M2,-,110 M2,2+1,11-15
İstanbul,Kadıköy,Eğitim Mahallesi,1245000,72 M2,45 M2,1+1,4,7. Kat
Yalova,Çiftlikköy,Sultaniye Mahallesi,615000,110 M2,100 M2,2+1,0 (Yeni),Yüksek Giriş
Aydın,Nazilli,Zafer Mahallesi,950000,245 M2,244 M2,2+1,3,Bahçe Katı
Tekirdağ,Şarköy,İstiklal Mahallesi,270000,70 M2,60 M2,1+1,21 Ve Üzeri,2. Kat
Antalya,Kumluca,Temel Eğitim Mahallesi,840000,120 M2,100 M2,2+1,0 (Yeni),4. Kat
Aydın,Didim,Yeni Mahallesi,775000,150 M2,130 M2,3+1,11-15,1. Kat
Tekirdağ,Çerkezköy,Kızılpınar Namık Kemal Mahallesi,347500TLarrow_downward,115 M2,110 M2,2.5+1,4,5. Kat
İstanbul,Zeytinburnu,Nuripaşa Mahallesi,1200000TLarrow_downward,136 M2,125 M2,3+1,21 Ve Üzeri,2. Kat
Balıkesir,Edremit,Güre Mahallesi,2750000,175 M2,165 M2,3+1,11-15,Düz Giriş
Ankara,Mamak,Şirintepe Mahallesi,470000,130 M2,120 M2,3+1,11-15,1. Kat
İstanbul,Maltepe,Feyzullah Mahallesi,2750000,100 M2,80 M2,2+1,4,9. Kat
Ankara,Altındağ,Feridun Çelik Mahallesi,380000,145 M2,125 M2,4+1,11-15,1. Kat
İstanbul,Esenyurt,Üçevler Mahallesi,339900,110 M2,100 M2,2+1,4,2. Kat
Antalya,Kepez,Yeşilyurt Mahallesi,850000,180 M2,170 M2,3+1,11-15,1. Kat
Samsun,İlkadım,Liman Mahallesi,289000,125 M2,120 M2,3+1,11-15,2. Kat
İstanbul,Esenyurt,Üçevler Mahallesi,339900,110 M2,100 M2,2+1,4,2. Kat
Antalya,Kepez,Yeşilyurt Mahallesi,850000,180 M2,170 M2,3+1,11-15,1. Kat
Samsun,İlkadım,Liman Mahallesi,289000,125 M2,120 M2,3+1,11-15,2. Kat
Samsun,İlkadım,Derebahçe Mahallesi,365000,125 M2,120 M2,3+1,2,Düz Giriş
Kayseri,Kocasinan,Sahabiye Mahallesi,650000,210 M2,165 M2,3+1,11-15,3. Kat
Antalya,Alanya,Dinek Mahallesi,1500000,210 M2,200 M2,3+1,5-10,2. Kat
KKTC,Girne,Çatalköy Köyüi,62500,110 M2,85 M2,2+1,5-10,5. Kat
İstanbul,Ümraniye,Armağanevler Mahallesi,1280000,140 M2,125 M2,3+2,5-10,Çatı Dubleks
İstanbul,Beylikdüzü,Yakuplu Mahallesi,1100000,100 M2,85 M2,2+1,11-15,5. Kat
Samsun,İlkadım,Bahçelievler Mahallesi,165000,130 M2,120 M2,3+1,16-20,Kot 1 (-1). Kat
İzmir,Torbalı,İnönü Mahallesi,830000,141 M2,135 M2,3+1,0 (Yeni),3. Kat
İstanbul,Avcılar,Tahtakale Mahallesi,1350000,82 M2,78 M2,2+1,5-10,4. Kat
Samsun,Atakum,Körfez Mahallesi,450000,65 M2,55 M2,1+1,0 (Yeni),1. Kat
İstanbul,Esenyurt,Çınar Mahallesi,550000,100 M2,90 M2,2+1,4,6. Kat
İstanbul,Kağıthane,Yeşilce Mahallesi,1940000,70 M2,65 M2,2+1,0 (Yeni),9. Kat
Antalya,Alanya,Kızlar Pınarı Mahallesi,1140000,150 M2,130 M2,3+1,16-20,Yüksek Giriş
Antalya,Alanya,Güller Pınarı Mahallesi,1064000,100 M2,85 M2,2+1,11-15,1. Kat
Balıkesir,Edremit,Altınoluk Mahallesi,660000,80 M2,75 M2,2+1,21 Ve Üzeri,3. Kat
Malatya,Yeşilyurt,Gündüzbey Mahallesi,1000000,900 M2,800 M2,1+1,0 (Yeni),Bahçe Katı
Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mahallesi,880000,180 M2,175 M2,4+1,0 (Yeni),3. Kat
Ankara,Keçiören,Atapark Mahallesi,649000,210 M2,190 M2,4+2,5-10,3. Kat
İstanbul,Sultanbeyli,Necip Fazıl Mahallesi,975000TLarrow_downward,105 M2,90 M2,3+1,4,1. Kat
Eskişehir,Odunpazarı,Vadişehir Mahallesi,1100000,155 M2,145 M2,3+1,0 (Yeni),1. Kat
İstanbul,Sancaktepe,Mevlana Mahallesi,690000TLarrow_downward,160 M2,159 M2,4+2,2,Yüksek Giriş
Ankara,Keçiören,Yakacık Mahallesi,595000,135 M2,120 M2,3+1,16-20,2. Kat
Eskişehir,Odunpazarı,Emek Mahallesi,800000,140 M2,130 M2,3+1,5-10,4. Kat
Balıkesir,Edremit,Altınoluk Mahallesi,2500000,135 M2,105 M2,3+1,0 (Yeni),Müstakil
Ankara,Çankaya,Mürsel Uluç Mahallesi,1228000,145 M2,Https://Www.Youtube.Com/Watch?V=IGO4xngcxos,155 M2,3+1,16-20
İstanbul,Başakşehir,Güvercintepe Mahallesi,390000,90 M2,88 M2,2+1,3,Bahçe Katı
İstanbul,Esenyurt,Pınar Mahallesi,509000,100 M2,80 M2,2+1,4,1. Kat
Ankara,Etimesgut,Topçu Mahallesi,645000,260 M2,240 M2,6+1,11-15,3. Kat
İstanbul,Beylikdüzü,Yakuplu Mahallesi,909000,135 M2,120 M2,3+1,5-10,2. Kat
İzmir,Buca,Yenigün Mahallesi,1100000,170 M2,160 M2,4+1,11-15,Villa Tipi
Ankara,Keçiören,Atapark Mahallesi,789000TLarrow_downward,145 M2,140 M2,3+1,5-10,2. Kat
Ankara,Altındağ,Feridun Çelik Mahallesi,465000,110 M2,-,130 M2,3+1,3
Tekirdağ,Çerkezköy,Kızılpınar Gültepe Mahallesi,359000TLarrow_downward,110 M2,90 M2,2+1,4,6. Kat
İzmir,Karabağlar,Doğanay Mahallesi,399900,95 M2,85 M2,2+1,16-20,Bahçe Katı
Ankara,Çankaya,Göktürk Mahallesi,650000,125 M2,120 M2,3+1,0 (Yeni),1. Kat
İzmir,Çeşme,Çakabey Mahallesi,12000000,420 M2,350 M2,4+1,1,Bahçe Dublex
Ankara,Mamak,Şahap Gürler Mahallesi,395000,125 M2,120 M2,3+1,0 (Yeni),Düz Giriş
İstanbul,Eyüpsultan,Defterdar Mahallesi,870000,120 M2,110 M2,2+1,5-10,Yüksek Giriş
İstanbul,Fatih,Akşemsettin Mahallesi,1250000TLarrow_downward%,75 M2,65 M2,1+1,21 Ve Üzeri,3. Kat
İstanbul,Küçükçekmece,Atatürk Mahallesi,570000,160 M2,150 M2,4+1,5-10,Bahçe Katı
Antalya,Muratpaşa,Konuksever Mahallesi,650000TLarrow_downward,90 M2,80 M2,2+1,3,2. Kat
Ankara,Mamak,Mutlu Mahallesi,357000,110 M2,100 M2,3+1,11-15,Yüksek Giriş
İstanbul,Çekmeköy,Soğukpınar Mahallesi,394000TLarrow_downward%,38 M2,33 M2,1+1,0 (Yeni),Bahçe Katı
Antalya,Alanya,Mahmutlar Mahallesi,1060000,150 M2,140 M2,3+1,11-15,5. Kat
İzmir,Balçova,Eğitim Mahallesi,799000,105 M2,85 M2,2+1,5-10,3. Kat
İzmir,Konak,Üçkuyular Mahallesi,1825000,135 M2,125 M2,3+1,21 Ve Üzeri,4. Kat
İstanbul,Sancaktepe,Meclis Mahallesi,722500,112 M2,110 M2,2+1,11-15,3. Kat
Balıkesir,Edremit,Kadıköy Mahallesi,1200000,190 M2,170 M2,3+1,3,4. Kat
İstanbul,Esenyurt,Saadetdere Mahallesi,470000TLarrow_downward,90 M2,85 M2,2+1,5-10,Yüksek Giriş
İstanbul,Esenyurt,Turgut Özal Mahallesi,610000,90 M2,85 M2,2+1,4,3. Kat
